"","human_gene","chicken_gene"
"9756","OR1S1","OR1S7"
"9757","OR1S1","OR1S8"
"9758","OR2A12","OR2A12"
"9759","OR2A7","OR2A7"
"9760","OR2AE1","OR2AE1"
"9761","OR2AJ1","OR2AJ9"
"9762","OR2AK2","OR2AK3"
"9763","OR2AT4","OR2AT4"
"9764","OR2B11","OR2B11"
"9765","OR2B2","OR2B2"
"9766","OR2B2","OR2B2D"
"9767","OR2B3","OR2B3"
"9768","OR2B6","OR2B6"
"9769","OR2C1","OR2C1"
"9770","OR2C3","OR2C3"
"9771","OR2C3","OR2C3B"
"9772","OR2D2","OR2D2"
"9773","OR2D3","OR2D3"
"9774","OR2F2","OR2F2"
"9775","OR2F2","OR2F2B"
"9776","OR2G2","OR2G28"
"9777","OR2G3","OR2G3"
"9778","OR2G6","OR2G6"
"9779","OR2H1","OR2H1"
"9780","OR2H2","OR2H1D"
"9781","OR2I1P","OR2I1P"
"9782","OR2K2","OR2K2"
"9783","OR2L13","OR2L13"
"9784","OR2L5","OR2L2"
"9785","OR2L5","OR2L2B"
"9786","OR2L2","OR2L2C"
"9787","OR2L8","OR2L3"
"9788","OR2L8","OR2L3C"
"9789","OR2M5","OR2M16"
"9790","OR2M4","OR2M4"
"9791","OR2T1","OR2T1"
"9792","OR2T11","OR2T11"
"9793","OR2T8","OR2T13"
"9794","OR2T35","OR2T2"
"9795","OR2T27","OR2T27"
"9796","OR2T3","OR2T3"
"9797","OR2T3","OR2T3C"
"9798","OR2T4","OR2T4"
"9799","OR2T6","OR2T6"
"9800","OR2T8","OR2T60"
"9801","OR2T8","OR2T63"
"9802","OR2V1","OR2V1"
"9803","OR2W3","OR2W3"
"9804","OR2Y1","OR2Y1"
"9805","OR2Z1","OR2Z1"
"9806","OR4A47","OR4A47AC"
"9807","OR4A47","OR4A47R"
"9808","OR4A47","OR4A47V"
"9809","OR4B1","OR4B1"
"9810","OR4C16","OR4C146"
"9811","OR4C15","OR4C15CP"
"9812","OR4C6","OR4C160"
"9813","OR4C13","OR4C171P"
"9814","OR4C46","OR4C175"
"9815","OR4C46","OR4C178"
"9816","OR4C16","OR4C180"
"9817","OR4C13","OR4C181"
"9818","OR4C46","OR4C188"
"9819","OR4D11","OR4D11"
"9820","OR4D10","OR4D11B"
"9821","OR4D10","OR4D31"
"9822","OR4D10","OR4D32"
"9823","OR4D5","OR4D5"
"9824","OR4D6","OR4D6"
"9825","OR4D9","OR4D9"
"9826","OR4E1","OR4E1"
"9827","OR4E2","OR4E2"
"9828","OR4F15","OR4F15"
"9829","OR4K1","OR4K1"
"9830","OR4K15","OR4K15"
"9831","OR4K2","OR4K2"
"9832","OR4K3","OR4K3"
"9833","OR4K5","OR4K5"
"9834","OR4L1","OR4L1"
"9835","OR4L1","OR4L18"
"9836","OR4M1","OR4M1"
"9837","OR4N2","OR4N2"
"9838","OR4N4","OR4N2C"
"9839","OR4N4","OR4N4"
"9840","OR4N5","OR4N5"
"9841","OR4P4","OR4P4"
"9842","OR4Q2","OR4Q2"
"9843","OR4Q3","OR4Q3"
"9844","OR4X2","OR4X16"
"9845","OR4X2","OR4X2"
"9846","OR4X1","OR4X5"
"9847","OR51A4","OR51A4"
"9848","OR51A7","OR51A7"
"9849","OR51D1","OR51D1"
"9850","OR51E1","OR51E1"
"9851","OR51E2","OR51E2"
"9852","OR51F1","OR51F1B"
"9853","OR51F2","OR51F2"
"9854","OR51C1P","OR51F23D"
"9855","OR51G2","OR51G2"
"9856","OR51I1","OR51I1"
"9857","OR51I2","OR51I2"
"9858","OR51L1","OR51L1B"
"9859","OR51L1","OR51L1C"
"9860","OR51M1","OR51M1"
"9861","OR51Q1","OR51Q1"
"9862","OR51S1","OR51S1"
"9863","OR51S1","OR51S1B"
"9864","OR51V1","OR51V1"
"9865","OR51V1","OR51V1D"
"9866","OR52A1","OR52A1C"
"9867","OR52A1","OR52A1E"
"9868","OR52A1","OR52A1F"
"9869","OR52A1","OR52A1G"
"9870","OR52A1","OR52A1H"
"9871","OR52A5","OR52A5"
"9872","OR52B2","OR52B2"
"9873","OR52B4","OR52B4"
"9874","OR52D1","OR52D1"
"9875","OR52D1","OR52D1D"
"9876","OR52E1","OR52E1"
"9877","OR52E1","OR52E1B"
"9878","OR52E8","OR52E8"
"9879","OR52H1","OR52H1"
"9880","OR52I2","OR52I1"
"9881","OR52I2","OR52I11"
"9882","OR52I2","OR52I1B"
"9883","OR52J3","OR52J3"
"9884","OR52J3","OR52J3D"
"9885","OR52N1","OR52N1"
"9886","OR52N1","OR52N1C"
"9887","OR52N4","OR52N4"
"9888","OR52N4","OR52N4I"
"9889","OR52N5","OR52N5"
"9890","OR52P1","OR52P1"
"9891","OR52R1","OR52R1FP"
"9892","OR52W1","OR52W1"
"9893","OR56A5","OR56A1"
"9894","OR56B2P","OR56B2E"
"9895","OR56B4","OR56B42"
"9896","OR56B4","OR56B42B"
"9897","OR5A1","OR5A1"
"9898","OR5AC2","OR5AC26"
"9899","OR5AL1","OR5AL8"
"9900","OR5AP2","OR5AP2"
"9901","OR5AS1","OR5AS1"
"9902","OR5AU1","OR5AU1"
"9903","OR5B12","OR5B12C"
"9904","OR5B2","OR5B2"
"9905","OR5C1","OR5C1"
"9906","OR5D14","OR5D14"
"9907","OR5D18","OR5D18K"
"9908","OR5F1","OR5F2"
"9909","OR5F1","OR5F2B"
"9910","OR5F1","OR5F2C"
"9911","OR5H2","OR5H13"
"9912","OR5H2","OR5H28"
"9913","OR5H2","OR5H29"
"9914","OR5H2","OR5H30"
"9915","OR5H2","OR5H32"
"9916","OR5H2","OR5H36"
"9917","OR5H2","OR5H37P"
"9918","OR5I1","OR5I1"
"9919","OR5I1","OR5I1FP"
"9920","OR5K1","OR5K1"
"9921","OR5K4","OR5K19"
"9922","OR5K3","OR5K20"
"9923","OR5K3","OR5K21"
"9924","OR5K3","OR5K22"
"9925","OR5L1","OR5L1C"
"9926","OR5L1","OR5L20"
"9927","OR5M10","OR5M10C"
"9928","OR5M9","OR5M9"
"9929","OR5W2","OR5W2"
"9930","OR5W2","OR5W27"
"9931","OR5W2","OR5W2B"
"9932","OR5W2","OR5W2C"
"9933","OR5W2","OR5W2D"
"9934","OR5W2","OR5W39"
"9935","OR6A2","OR6A2"
"9936","OR6B2","OR6B2"
"9937","OR6B2","OR6B3"
"9938","OR6C1","OR6C1"
"9939","OR6C1","OR6C1N"
"9940","OR6C1","OR6C1Q"
"9941","OR6C1","OR6C1S"
"9942","OR6C68","OR6C268"
"9943","OR6C3","OR6C3"
"9944","OR6C4","OR6C4"
"9945","OR6C4","OR6C4C"
"9946","OR6C74","OR6C74"
"9947","OR6C75","OR6C75"
"9948","OR6C76","OR6C76"
"9949","OR2AP1","OR6C8"
"9950","OR6F1","OR6F1"
"9951","OR6K6","OR6K6"
"9952","OR6N1","OR6N1"
"9953","OR6N2","OR6N2"
"9954","OR6P1","OR6P1"
"9955","OR6Q1","OR6Q1"
"9956","OR6S1","OR6S1"
"9957","OR6V1","OR6V1"
"9958","OR6Y1","OR6Y1"
"9959","OR7A17","OR7A53"
"9960","OR7C2","OR7C2"
"9961","OR7G1","OR7G50"
"9962","OR8A1","OR8A1"
"9963","OR8A1","OR8A1C"
"9964","OR8A1","OR8A1D"
"9965","OR8A1","OR8A1E"
"9966","OR8A1","OR8A1F"
"9967","OR8A1","OR8A1G"
"9968","OR8A1","OR8A1H"
"9969","OR8B12","OR8B12"
"9970","OR8B3","OR8B3"
"9971","OR8B3","OR8B3G"
"9972","OR8B4","OR8B4"
"9973","OR8B12","OR8B69"
"9974","OR8B8","OR8B8"
"9975","OR8D2","OR8D2"
"9976","OR8D4","OR8D4"
"9977","OR8G3P","OR8G3C"
"9978","OR8G3P","OR8G3D"
"9979","OR8G3P","OR8G3E"
"9980","OR8G3P","OR8G3F"
"9981","OR8G3P","OR8G3L"
"9982","OR8G3P","OR8G3M"
"9983","OR8G1","OR8G5"
"9984","OR8G1","OR8G5B"
"9985","OR8H1","OR8H13"
"9986","OR8H1","OR8H14"
"9987","OR8H1","OR8H15"
"9988","OR8I2","OR8I2"
"9989","OR8J1","OR8J15"
"9990","OR8J1","OR8J16"
"9991","OR8J1","OR8J17"
"9992","OR8J1","OR8J19"
"9993","OR8J2","OR8J2E"
"9994","OR8J3","OR8J3"
"9995","OR8K1","OR8K1"
"9996","OR8K1","OR8K1B"
"9997","OR8K3","OR8K3B"
"9998","OR8K5","OR8K5"
"9999","OR8K3","OR8K60"
"10000","OR8K3","OR8K61"
"10001","OR8K3","OR8K63"
"10002","OR8K3","OR8K64"
"10003","OR8S1","OR8S1"
"10004","OR8U1","OR8U9"
"10005","OR9A2","OR9A16"
"10006","OR9A1P","OR9A17"
"10007","OR9A1P","OR9A18"
"10008","OR9A2","OR9A2"
"10009","OR9G1","OR9G1"
"10010","OR9G4","OR9G4"
"10011","OR9I1","OR9I17"
"10012","OR9K2","OR9K2C"
"10013","OR9K2","OR9K2H"
"10014","OR9K2","OR9K2I"
"10015","OR9K2","OR9K2K"
"10016","OR9Q2","OR9Q6"
"10017","ORAI1","ORAI1"
"10018","ORAI2","ORAI2"
"10019","ORAI3","ORAI3"
"10020","ORC1","ORC1"
"10021","ORC2","ORC2"
"10022","ORC3","ORC3"
"10023","ORC4","ORC4"
"10024","ORC5","ORC5"
"10025","ORC6","ORC6"
"10026","ORM1","ORM1"
"10027","ORMDL1","ORMDL1"
"10028","ORMDL2","ORMDL2"
"10029","ORMDL3","ORMDL3"
"10030","OS9","OS9"
"10031","OSBP","OSBP"
"10032","OSBP2","OSBP2"
"10033","OSBPL10","OSBPL10"
"10034","OSBPL11","OSBPL11"
"10035","OSBPL1A","OSBPL1A"
"10036","OSBPL2","OSBPL2"
"10037","OSBPL3","OSBPL3"
"10038","OSBPL5","OSBPL5"
"10039","OSBPL6","OSBPL6"
"10040","OSBPL7","OSBPL7"
"10041","OSBPL8","OSBPL8"
"10042","OSBPL9","OSBPL9"
"10043","OSCAR","OSCAR"
"10044","OSCP1","OSCP1"
"10045","OSER1","OSER1"
"10046","OSGEP","OSGEP"
"10047","OSGEPL1","OSGEPL1"
"10048","OSGIN1","OSGIN1"
"10049","OSGIN2","OSGIN2"
"10050","OSM","OSM"
"10051","OSMR","OSMR"
"10052","OSR1","OSR1"
"10053","OSR2","OSR2"
"10054","OSTC","OSTC"
"10055","OSTF1","OSTF1"
"10056","OSTM1","OSTM1"
"10057","OSTN","OSTN"
"10058","OTC","OTC"
"10059","OTOA","OTOA"
"10060","OTOF","OTOF"
"10061","OTOG","OTOG"
"10062","OTOGL","OTOGL"
"10063","OTOL1","OTOL1"
"10064","OTOP1","OTOP1"
"10065","OTOP2","OTOP2"
"10066","OTOP3","OTOP3"
"10067","OTOR","OTOR"
"10068","OTOS","OTOS"
"10069","OTP","OTP"
"10070","OTUB1","OTUB1"
"10071","OTUB2","OTUB2"
"10072","OTUD1","OTUD1"
"10073","OTUD3","OTUD3"
"10074","OTUD4","OTUD4"
"10075","OTUD5","OTUD5"
"10076","OTUD6A","OTUD6A"
"10077","OTUD7A","OTUD7A"
"10078","OTUD7B","OTUD7B"
"10079","OTULIN","OTULIN"
"10080","OTULINL","OTULINL"
"10081","OTX1","OTX1"
"10082","OTX2","OTX2"
"10083","OVCA2","OVCA2"
"10084","OVCH1","OVCH1"
"10085","OVCH2","OVCH2"
"10086","OVGP1","OVGP1"
"10087","OVOL1","OVOL1"
"10088","OVOL2","OVOL2"
"10089","OXA1L","OXA1L"
"10090","OXCT1","OXCT1"
"10091","OXER1","OXER1"
"10092","OXGR1","OXGR1"
"10093","OXLD1","OXLD1"
"10094","OXNAD1","OXNAD1"
"10095","OXR1","OXR1"
"10096","OXSM","OXSM"
"10097","OXSR1","OXSR1"
"10098","OXTR","OXTR"
"10099","P2RX1","P2RX1"
"10100","P2RX2","P2RX2"
"10101","P2RX3","P2RX3"
"10102","P2RX4","P2RX4"
"10103","ITGAE","P2RX5"
"10104","P2RX6","P2RX6"
"10105","P2RX7","P2RX7"
"10106","P2RY1","P2RY1"
"10107","P2RY10","P2RY10"
"10108","P2RY11","P2RY11"
"10109","P2RY12","P2RY12"
"10110","P2RY13","P2RY13"
"10111","P2RY14","P2RY14"
"10112","P2RY2","P2RY2"
"10113","P2RY4","P2RY4"
"10114","P2RY6","P2RY6"
"10115","P2RY8","P2RY8"
"10116","P3H1","P3H1"
"10117","P3H2","P3H2"
"10118","P3H3","P3H3"
"10119","P3H4","P3H4"
"10120","P3R3URF","P3R3URF"
"10121","P4HA1","P4HA1"
"10122","P4HA2","P4HA2"
"10123","P4HA3","P4HA3"
"10124","P4HB","P4HB"
"10125","P4HTM","P4HTM"
"10126","PA2G4","PA2G4"
"10127","PAAF1","PAAF1"
"10128","PABIR2","PABIR2"
"10129","PABPC1","PABPC1"
"10130","PABPC1L","PABPC1L"
"10131","PABPC4","PABPC4"
"10132","PABPC4L","PABPC4L"
"10133","PABPC5","PABPC5"
"10134","PABPN1","PABPN1"
"10135","PACC1","PACC1"
"10136","PACRG","PACRG"
"10137","PACRGL","PACRGL"
"10138","PACS1","PACS1"
"10139","PACS2","PACS2"
"10140","PACSIN1","PACSIN1"
"10141","PACSIN2","PACSIN2"
"10142","PACSIN3","PACSIN3"
"10143","PADI1","PADI1"
"10144","PADI2","PADI2"
"10145","PADI3","PADI3"
"10146","PADI4","PADI4"
"10147","PADI6","PADI6"
"10148","PAEP","PAEP"
"10149","PAF1","PAF1"
"10150","PAFAH1B1","PAFAH1B1"
"10151","PAFAH1B2","PAFAH1B2"
"10152","PAFAH1B3","PAFAH1B3"
"10153","PAFAH2","PAFAH2"
"10154","PAG1","PAG1"
"10155","PAGE4","PAGE4"
"10156","PRRT2","PAGR1"
"10157","PAH","PAH"
"10158","PAIP1","PAIP1"
"10159","PAIP2","PAIP2"
"10160","PAIP2B","PAIP2B"
"10161","PAK1","PAK1"
"10162","PAK1IP1","PAK1IP1"
"10163","PAK2","PAK2"
"10164","PAK3","PAK3"
"10165","PAK4","PAK4"
"10166","PAK5","PAK5"
"10167","PAK6","PAK6"
"10168","PALB2","PALB2"
"10169","PALD1","PALD1"
"10170","PALLD","PALLD"
"10171","PALM","PALM"
"10172","PALM3","PALM3"
"10173","PALMD","PALMD"
"10174","PALS1","PALS1"
"10175","PALS2","PALS2"
"10176","PAM","PAM"
"10177","PAM16","PAM16"
"10178","PAMR1","PAMR1"
"10179","PAN2","PAN2"
"10180","PAN3","PAN3"
"10181","PANK1","PANK1"
"10182","PANK2","PANK2"
"10183","PANK3","PANK3"
"10184","PANK4","PANK4"
"10185","PANX1","PANX1"
"10186","PANX2","PANX2"
"10187","PANX3","PANX3"
"10188","PAOX","PAOX"
"10189","PAPLN","PAPLN"
"10190","PAPOLA","PAPOLA"
"10191","PAPOLG","PAPOLG"
"10192","PAPPA","PAPPA"
"10193","PAPPA2","PAPPA2"
"10194","PAPSS1","PAPSS1"
"10195","PAPSS2","PAPSS2"
"10196","PAQR3","PAQR3"
"10197","PAQR4","PAQR4"
"10198","PAQR5","PAQR5"
"10199","PAQR6","PAQR6"
"10200","PAQR7","PAQR7"
"10201","PAQR8","PAQR8"
"10202","PAQR9","PAQR9"
"10203","PARD3","PARD3"
"10204","PARD3B","PARD3B"
"10205","PARD6A","PARD6A"
"10206","PARD6B","PARD6B"
"10207","PARD6G","PARD6G"
"10208","PARG","PARG"
"10209","PARK7","PARK7"
"10210","PARL","PARL"
"10211","PARM1","PARM1"
"10212","PARN","PARN"
"10213","PARP1","PARP1"
"10214","PARP10","PARP10"
"10215","PARP11","PARP11"
"10216","PARP12","PARP12"
"10217","PARP14","PARP14"
"10218","PARP16","PARP16"
"10219","PARP2","PARP2"
"10220","PARP3","PARP3"
"10221","PARP4","PARP4"
"10222","PARP6","PARP6"
"10223","PARP8","PARP8"
"10224","PARP9","PARP9"
"10225","PARPBP","PARPBP"
"10226","PARS2","PARS2"
"10227","PARVA","PARVA"
"10228","PARVB","PARVB"
"10229","PARVG","PARVG"
"10230","PASK","PASK"
"10231","PATE1","PATE1"
"10232","PATE2","PATE2"
"10233","PATE3","PATE3"
"10234","PATJ","PATJ"
"10235","PATL1","PATL1"
"10236","PATL2","PATL2"
"10237","PATZ1","PATZ1"
"10238","PAWR","PAWR"
"10239","PAX1","PAX1"
"10240","PAX2","PAX2"
"10241","PAX3","PAX3"
"10242","PAX4","PAX4"
"10243","PAX5","PAX5"
"10244","PAX6","PAX6"
"10245","PAX7","PAX7"
"10246","PAX8","PAX8"
"10247","PAX9","PAX9"
"10248","PAXBP1","PAXBP1"
"10249","PAXIP1","PAXIP1"
"10250","PAXX","PAXX"
"10251","PBDC1","PBDC1"
"10252","PBK","PBK"
"10253","PBLD","PBLD"
"10254","PBRM1","PBRM1"
"10255","PBX1","PBX1"
"10256","PBX2","PBX2"
"10257","PBX3","PBX3"
"10258","PBX4","PBX4"
"10259","PBXIP1","PBXIP1"
"10260","PC","PC"
"10261","PCARE","PCARE"
"10262","PCBP1","PCBP1"
"10263","PCBP2","PCBP2"
"10264","PCBP3","PCBP3"
"10265","PCBP4","PCBP4"
"10266","PCCA","PCCA"
"10267","PCCB","PCCB"
"10268","PCDH1","PCDH1"
"10269","PCDH10","PCDH10"
"10270","PCDH12","PCDH12"
"10271","PCDH15","PCDH15"
"10272","PCDH17","PCDH17"
"10273","PCDH18","PCDH18"
"10274","PCDH19","PCDH19"
"10275","PCDH20","PCDH20"
"10276","PCDH7","PCDH7"
"10277","PCDH8","PCDH8"
"10278","PCDH9","PCDH9"
"10279","PCDHAC2","PCDHA13"
"10280","PCDHB1","PCDHB1"
"10281","PCDHB14","PCDHB14"
"10282","PCDHB15","PCDHB15"
"10283","PCDHB16","PCDHB16"
"10284","PCDHB7","PCDHB7"
"10285","PCDHGB4","PCDHGC3"
"10286","PCED1A","PCED1A"
"10287","PCED1B","PCED1B"
"10288","PCF11","PCF11"
"10289","PCGF1","PCGF1"
"10290","PCGF2","PCGF2"
"10291","PCGF3","PCGF3"
"10292","PCGF5","PCGF5"
"10293","PCGF6","PCGF6"
"10294","PCID2","PCID2"
"10295","PCIF1","PCIF1"
"10296","PCK1","PCK1"
"10297","PCK2","PCK2"
"10298","PCLAF","PCLAF"
"10299","PCLO","PCLO"
"10300","PCM1","PCM1"
"10301","PCMT1","PCMT1"
"10302","PCMTD1","PCMTD1"
"10303","PCMTD2","PCMTD2"
"10304","PCNA","PCNA"
"10305","PCNT","PCNT"
"10306","PCNX1","PCNX1"
"10307","PCNX2","PCNX2"
"10308","PCNX3","PCNX3"
"10309","PCNX4","PCNX4"
"10310","PCOLCE","PCOLCE"
"10311","PCOLCE2","PCOLCE2"
"10312","PCP2","PCP2"
"10313","PCP4","PCP4"
"10314","PCP4L1","PCP4L1"
"10315","PCSK1","PCSK1"
"10316","PCSK1N","PCSK1N"
"10317","PCSK2","PCSK2"
"10318","PCSK4","PCSK4"
"10319","PCSK5","PCSK5"
"10320","PCSK6","PCSK6"
"10321","PCSK7","PCSK7"
"10322","PCTP","PCTP"
"10323","PCYOX1","PCYOX1"
"10324","PCYOX1L","PCYOX1L"
"10325","PCYT1A","PCYT1A"
"10326","PCYT1B","PCYT1B"
"10327","PCYT2","PCYT2"
"10328","PDAP1","PDAP1"
"10329","PDC","PDC"
"10330","PDCD1","PDCD1"
"10331","PDCD10","PDCD10"
"10332","PDCD11","PDCD11"
"10333","PDCD1LG2","PDCD1LG2"
"10334","PDCD2","PDCD2"
"10335","PDCD2L","PDCD2L"
"10336","PDCD4","PDCD4"
"10337","PDCD5","PDCD5"
"10338","PDCD6","PDCD6"
"10339","PDCD6IP","PDCD6IP"
"10340","PDCD7","PDCD7"
"10341","PDCL","PDCL"
"10342","PDCL2","PDCL2"
"10343","PDCL3","PDCL3"
"10344","PDE10A","PDE10A"
"10345","PDE11A","PDE11A"
"10346","PDE12","PDE12"
"10347","PDE1A","PDE1A"
"10348","PDE1B","PDE1B"
"10349","PDE1C","PDE1C"
"10350","PDE2A","PDE2A"
"10351","PDE3A","PDE3A"
"10352","PDE3B","PDE3B"
"10353","PDE4A","PDE4A"
"10354","PDE4B","PDE4B"
"10355","PDE4C","PDE4C"
"10356","PDE4D","PDE4D"
"10357","PDE4DIP","PDE4DIP"
"10358","PDE5A","PDE5A"
"10359","PDE6A","PDE6A"
"10360","PDE6B","PDE6B"
"10361","PDE6C","PDE6C"
"10362","PDE6D","PDE6D"
"10363","PDE6G","PDE6G"
"10364","PDE6H","PDE6H"
"10365","PDE7A","PDE7A"
"10366","PDE7B","PDE7B"
"10367","PDE8A","PDE8A"
"10368","PDE8B","PDE8B"
"10369","PDE9A","PDE9A"
"10370","PDF","PDF"
"10371","PDGFA","PDGFA"
"10372","PDGFB","PDGFB"
"10373","PDGFC","PDGFC"
"10374","PDGFD","PDGFD"
"10375","PDGFRA","PDGFRA"
"10376","PDGFRB","PDGFRB"
"10377","PDGFRL","PDGFRL"
"10378","PDHA1","PDHA1"
"10379","PDHA2","PDHA2"
"10380","PDHB","PDHB"
"10381","PDHX","PDHX"
"10382","PDIA2","PDIA2"
"10383","PDIA3","PDIA3"
"10384","PDIA4","PDIA4"
"10385","PDIA5","PDIA5"
"10386","PDIA6","PDIA6"
"10387","PDIK1L","PDIK1L"
"10388","PDILT","PDILT"
"10389","PDK1","PDK1"
"10390","PDK2","PDK2"
"10391","PDK3","PDK3"
"10392","PDK4","PDK4"
"10393","PDLIM1","PDLIM1"
"10394","PDLIM2","PDLIM2"
"10395","PDLIM3","PDLIM3"
"10396","PDLIM4","PDLIM4"
"10397","PDLIM5","PDLIM5"
"10398","PDLIM7","PDLIM7"
"10399","PDP1","PDP1"
"10400","PDP2","PDP2"
"10401","PDPK1","PDPK1"
"10402","PDPN","PDPN"
"10403","PDPR","PDPR"
"10404","PDRG1","PDRG1"
"10405","PDS5A","PDS5A"
"10406","PDS5B","PDS5B"
"10407","PDSS1","PDSS1"
"10408","PDSS2","PDSS2"
"10409","PDX1","PDX1"
"10410","PDXDC1","PDXDC1"
"10411","PDXK","PDXK"
"10412","PDXP","PDXP"
"10413","PDYN","PDYN"
"10414","PDZD11","PDZD11"
"10415","PDZD2","PDZD2"
"10416","PDZD4","PDZD4"
"10417","PDZD7","PDZD7"
"10418","PDZD8","PDZD8"
"10419","PDZD9","PDZD9"
"10420","PDZK1","PDZK1"
"10421","PDZK1IP1","PDZK1IP1"
"10422","PDZRN3","PDZRN3"
"10423","PDZRN4","PDZRN4"
"10424","PEA15","PEA15"
"10425","PEAK1","PEAK1"
"10426","PEAK3","PEAK3"
"10427","PEAR1","PEAR1"
"10428","PEBP4","PEBP4"
"10429","PECAM1","PECAM1"
"10430","PECR","PECR"
"10431","PEDS1","PEDS1"
"10432","PEF1","PEF1"
"10433","PEG10","PEG10"
"10434","PEG3","PEG3"
"10435","PELI1","PELI1"
"10436","PELI2","PELI2"
"10437","PELI3","PELI3"
"10438","PELP1","PELP1"
"10439","PEMT","PEMT"
"10440","PENK","PENK"
"10441","PEPD","PEPD"
"10442","PER1","PER1"
"10443","PER2","PER2"
"10444","PERCC1","PERCC1"
"10445","PERM1","PERM1"
"10446","PERP","PERP"
"10447","PES1","PES1"
"10448","PET100","PET100"
"10449","PET117","PET117"
"10450","PEX1","PEX1"
"10451","PEX10","PEX10"
"10452","PEX11A","PEX11A"
"10453","PEX11B","PEX11B"
"10454","PEX11G","PEX11G"
"10455","PEX12","PEX12"
"10456","PEX13","PEX13"
"10457","PEX14","PEX14"
"10458","PEX16","PEX16"
"10459","PEX19","PEX19"
"10460","PEX2","PEX2"
"10461","PEX26","PEX26"
"10462","PEX3","PEX3"
"10463","PEX5","PEX5"
"10464","PEX5L","PEX5L"
"10465","PEX6","PEX6"
"10466","PEX7","PEX7"
"10467","PFAS","PFAS"
"10468","PFDN1","PFDN1"
"10469","PFDN2","PFDN2"
"10470","PFDN5","PFDN5"
"10471","PFKFB1","PFKFB1"
"10472","PFKFB2","PFKFB2"
"10473","PFKFB3","PFKFB3"
"10474","PFKFB4","PFKFB4"
"10475","PFKL","PFKL"
"10476","PFKM","PFKM"
"10477","PFKP","PFKP"
"10478","PFN1","PFN1"
"10479","PFN2","PFN2"
"10480","PFN3","PFN3"
"10481","PFN4","PFN4"
"10482","PGA5","PGA5"
"10483","PGAM1","PGAM1"
"10484","PGAM2","PGAM2"
"10485","PGAM5","PGAM5"
"10486","PGAP1","PGAP1"
"10487","PGAP2","PGAP2"
"10488","PGAP3","PGAP3"
"10489","PGAP6","PGAP6"
"10490","PGBD1","PGBD1"
"10491","PGBD2","PGBD2"
"10492","PGBD5","PGBD5"
"10493","PGC","PGC"
"10494","PGD","PGD"
"10495","PGF","PGF"
"10496","PGGT1B","PGGT1B"
"10497","PGLS","PGLS"
"10498","PGLYRP1","PGLYRP1"
"10499","PGLYRP2","PGLYRP2"
"10500","PGLYRP3","PGLYRP3"
"10501","PGLYRP4","PGLYRP4"
"10502","PGM1","PGM1"
"10503","PGM2","PGM2"
"10504","PGM2L1","PGM2L1"
"10505","PGM3","PGM3"
"10506","PGM5","PGM5"
"10507","PGP","PGP"
"10508","PGPEP1L","PGPEP1L"
"10509","PGR","PGR"
"10510","PGRMC1","PGRMC1"
"10511","PGRMC2","PGRMC2"
"10512","PGS1","PGS1"
"10513","PHACTR1","PHACTR1"
"10514","PHACTR2","PHACTR2"
"10515","PHACTR3","PHACTR3"
"10516","PHACTR4","PHACTR4"
"10517","PHAF1","PHAF1"
"10518","PHAX","PHAX"
"10519","PHB2","PHB2"
"10520","PHC1","PHC1"
"10521","PHC2","PHC2"
"10522","PHC3","PHC3"
"10523","PHETA1","PHETA1"
"10524","PHETA2","PHETA2"
"10525","PHEX","PHEX"
"10526","PHF1","PHF1"
"10527","PHF10","PHF10"
"10528","PHF11","PHF11"
"10529","PHF12","PHF12"
"10530","PHF13","PHF13"
"10531","PHF14","PHF14"
"10532","PHF19","PHF19"
"10533","PHF2","PHF2"
"10534","PHF20","PHF20"
"10535","PHF20L1","PHF20L1"
"10536","PHF21A","PHF21A"
"10537","PHF21B","PHF21B"
"10538","PHF23","PHF23"
"10539","PHF24","PHF24"
"10540","PHF3","PHF3"
"10541","PHF5A","PHF5A"
"10542","PHF6","PHF6"
"10543","PHF7","PHF7"
"10544","PHF8","PHF8"
"10545","PHGDH","PHGDH"
"10546","PHIP","PHIP"
"10547","PHKA1","PHKA1"
"10548","PHKA2","PHKA2"
"10549","PHKB","PHKB"
"10550","PHKG1","PHKG1"
"10551","PHKG2","PHKG2"
"10552","PHLDA1","PHLDA1"
"10553","PHLDA2","PHLDA2"
"10554","PHLDA3","PHLDA3"
"10555","PHLDB1","PHLDB1"
"10556","PHLDB2","PHLDB2"
"10557","PHLDB3","PHLDB3"
"10558","PHLPP1","PHLPP1"
"10559","PHLPP2","PHLPP2"
"10560","PHOSPHO1","PHOSPHO1"
"10561","PHOSPHO2","PHOSPHO2"
"10562","PHOX2A","PHOX2A"
"10563","PHOX2B","PHOX2B"
"10564","PHPT1","PHPT1"
"10565","PHRF1","PHRF1"
"10566","PHTF1","PHTF1"
"10567","PHTF2","PHTF2"
"10568","PHYH","PHYH"
"10569","PHYHIP","PHYHIP"
"10570","PHYHIPL","PHYHIPL"
"10571","PHYKPL","PHYKPL"
"10572","PI15","PI15"
"10573","PI16","PI16"
"10574","PI4K2A","PI4K2A"
"10575","PI4K2B","PI4K2B"
"10576","PI4KA","PI4KA"
"10577","PI4KB","PI4KB"
"10578","PIANP","PIANP"
"10579","PIAS1","PIAS1"
"10580","PIAS2","PIAS2"
"10581","PIAS3","PIAS3"
"10582","PIAS4","PIAS4"
"10583","PIBF1","PIBF1"
"10584","PICALM","PICALM"
"10585","PICK1","PICK1"
