"","human_gene","chicken_gene"
"5730","KLHL8","KLHL8"
"5731","KLHL9","KLHL9"
"5732","KMO","KMO"
"5733","KMT2A","KMT2A"
"5734","KMT2C","KMT2C"
"5735","KMT2D","KMT2D"
"5736","KMT2E","KMT2E"
"5737","KMT5B","KMT5B"
"5738","KNG1","KNG1"
"5739","KNL1","KNL1"
"5740","KNSTRN","KNSTRN"
"5741","KNTC1","KNTC1"
"5742","KPNA1","KPNA1"
"5743","KPNA3","KPNA3"
"5744","KPNA4","KPNA4"
"5745","KPNA5","KPNA5"
"5746","KPNA6","KPNA6"
"5747","KPNA7","KPNA7"
"5748","KPNB1","KPNB1"
"5749","KPTN","KPTN"
"5750","CD300C","KRABZFP"
"5751","KRAS","KRAS"
"5752","KREMEN1","KREMEN1"
"5753","KRIT1","KRIT1"
"5754","EGR2","KROX20"
"5755","KRR1","KRR1"
"5756","KRT12","KRT12"
"5757","KRT15","KRT13"
"5758","KRT18","KRT18"
"5759","KRT222","KRT222"
"5760","KRT23","KRT23"
"5761","KRT19","KRT24"
"5762","KRT20","KRT40"
"5763","KRT75","KRT6A"
"5764","KRT75","KRT75"
"5765","KRT80","KRT80"
"5766","KRTCAP3","KRTCAP3"
"5767","KSR1","KSR1"
"5768","KSR2","KSR2"
"5769","KTN1","KTN1"
"5770","KXD1","KXD1"
"5771","KY","KY"
"5772","KYAT1","KYAT1"
"5773","KYAT3","KYAT3"
"5774","KYNU","KYNU"
"5775","L2HGDH","L2HGDH"
"5776","L3HYPDH","L3HYPDH"
"5777","L3MBTL1","L3MBTL1"
"5778","L3MBTL2","L3MBTL2"
"5779","L3MBTL3","L3MBTL3"
"5780","LACC1","LACC1"
"5781","LACTB","LACTB"
"5782","LACTB2","LACTB2"
"5783","LACTBL1","LACTBL1"
"5784","LAD1","LAD1"
"5785","LAG3","LAG3"
"5786","LAMA1","LAMA1"
"5787","LAMA2","LAMA2"
"5788","LAMA3","LAMA3"
"5789","LAMA4","LAMA4"
"5790","LAMA5","LAMA5"
"5791","LAMB1","LAMB1"
"5792","LAMB2","LAMB2"
"5793","LAMB3","LAMB3"
"5794","LAMB4","LAMB4"
"5795","LAMC1","LAMC1"
"5796","LAMC2","LAMC2"
"5797","LAMC3","LAMC3"
"5798","LAMP1","LAMP1"
"5799","LAMP2","LAMP2"
"5800","LAMP5","LAMP5"
"5801","LAMTOR1","LAMTOR1"
"5802","LAMTOR2","LAMTOR2"
"5803","LAMTOR3","LAMTOR3"
"5804","LAMTOR5","LAMTOR5"
"5805","LANCL1","LANCL1"
"5806","LANCL2","LANCL2"
"5807","LAP3","LAP3"
"5808","LAPTM4A","LAPTM4A"
"5809","LAPTM4B","LAPTM4B"
"5810","LAPTM5","LAPTM5"
"5811","LARGE1","LARGE1"
"5812","LARGE2","LARGE2"
"5813","LARP1","LARP1"
"5814","LARP1B","LARP1B"
"5815","LARP4","LARP4"
"5816","LARP4B","LARP4B"
"5817","LARP6","LARP6"
"5818","LARP7","LARP7"
"5819","LARS1","LARS1"
"5820","LARS2","LARS2"
"5821","LAS1L","LAS1L"
"5822","LASP1","LASP1"
"5823","LASP1NB","LASP1NB"
"5824","LAT2","LAT2"
"5825","LATS1","LATS1"
"5826","LATS2","LATS2"
"5827","LCLAT1","LBH"
"5828","LBR","LBR"
"5829","LBX1","LBX1"
"5830","LBX2","LBX2"
"5831","LCA5","LCA5"
"5832","LCA5L","LCA5L"
"5833","LCAT","LCAT"
"5834","LCK","LCK"
"5835","LCMT1","LCMT1"
"5836","LCMT2","LCMT2"
"5837","LCN15","LCN15"
"5838","LCOR","LCOR"
"5839","LCORL","LCORL"
"5840","LCP1","LCP1"
"5841","LCP2","LCP2"
"5842","LCT","LCT"
"5843","LDAF1","LDAF1"
"5844","LDAH","LDAH"
"5845","LDB1","LDB1"
"5846","LDB2","LDB2"
"5847","LDB3","LDB3"
"5848","LDHA","LDHA"
"5849","LDHB","LDHB"
"5850","LDHD","LDHD"
"5851","LDLRAD1","LDLRAD1"
"5852","LDLRAD3","LDLRAD3"
"5853","LDLRAD4","LDLRAD4"
"5854","LDLRAP1","LDLRAP1"
"5855","LEAP2","LEAP2"
"5856","CNMD","LECT1"
"5857","LECT2","LECT2"
"5858","LEF1","LEF1"
"5859","LEFTY2","LEFTY1"
"5860","LEKR1","LEKR1"
"5861","LEMD2","LEMD2"
"5862","LEMD3","LEMD3"
"5863","LEO1","LEO1"
"5864","LEPR","LEPR"
"5865","LEPROT","LEPROT"
"5866","LEPROTL1","LEPROTL1"
"5867","LETM1","LETM1"
"5868","LETM2","LETM2"
"5869","LETMD1","LETMD1"
"5870","DBX1","LEUTX"
"5871","LFNG","LFNG"
"5872","LGALS1","LGALS1A"
"5873","LGALS1","LGALS1B"
"5874","LGALS2","LGALS2"
"5875","LGALS3","LGALS3"
"5876","LGALS8","LGALS8"
"5877","LGALSL","LGALSL"
"5878","LGI1","LGI1"
"5879","LGI2","LGI2"
"5880","LGMN","LGMN"
"5881","LGR4","LGR4"
"5882","LGR5","LGR5"
"5883","LGR6","LGR6"
"5884","LGSN","LGSN"
"5885","LHCGR","LHCGR"
"5886","LHFPL6","LHFPL1"
"5887","LHFPL2","LHFPL2"
"5888","LHFPL3","LHFPL3"
"5889","LHFPL4","LHFPL4"
"5890","LHFPL5","LHFPL5"
"5891","LHPP","LHPP"
"5892","LHX1","LHX1"
"5893","LHX2","LHX2"
"5894","LHX3","LHX3"
"5895","LHX4","LHX4"
"5896","LHX5","LHX5"
"5897","LHX6","LHX6"
"5898","LHX8","LHX8"
"5899","LHX9","LHX9"
"5900","LIAS","LIAS"
"5901","LIF","LIF"
"5902","LIFR","LIFR"
"5903","LIG1","LIG1"
"5904","LIG3","LIG3"
"5905","LIG4","LIG4"
"5906","LIMA1","LIMA1"
"5907","LIMCH1","LIMCH1"
"5908","LIMD1","LIMD1"
"5909","LIMD2","LIMD2"
"5910","LIMK1","LIMK1"
"5911","LIMK2","LIMK2"
"5912","LIMS3","LIMS1"
"5913","LIMS2","LIMS2"
"5914","LIN28A","LIN28A"
"5915","LIN28B","LIN28B"
"5916","LIN52","LIN52"
"5917","LIN54","LIN54"
"5918","LIN7C","LIN7C"
"5919","LIN9","LIN9"
"5920","LINGO1","LINGO1"
"5921","LINGO2","LINGO2"
"5922","LINGO3","LINGO3"
"5923","LINS1","LINS1"
"5924","LIPA","LIPA"
"5925","LIPC","LIPC"
"5926","LIPG","LIPG"
"5927","LIPH","LIPH"
"5928","LIPM","LIPML1"
"5929","LIPT1","LIPT1"
"5930","LIPT2","LIPT2"
"5931","LITAF","LITAF"
"5932","LIX1","LIX1"
"5933","LIX1L","LIX1L"
"5934","LLGL1","LLGL1"
"5935","LLGL2","LLGL2"
"5936","LMAN1","LMAN1L"
"5937","LMAN2","LMAN2"
"5938","LMAN2L","LMAN2L"
"5939","LMBR1","LMBR1"
"5940","LMBR1L","LMBR1L"
"5941","LMBRD1","LMBRD1"
"5942","LMBRD2","LMBRD2"
"5943","LMCD1","LMCD1"
"5944","LMF1","LMF1"
"5945","LMF2","LMF2"
"5946","LMLN","LMLN"
"5947","LMNB1","LMNB1"
"5948","LMNB2","LMNB2"
"5949","LMO1","LMO1"
"5950","LMO2","LMO2"
"5951","LMO3","LMO3"
"5952","LMO4","LMO4"
"5953","LMO7","LMO7"
"5954","LMOD1","LMOD1"
"5955","LMOD2","LMOD2"
"5956","LMOD3","LMOD3"
"5957","LMTK2","LMTK2"
"5958","LMX1A","LMX1A"
"5959","LMX1B","LMX1B"
"5960","LNP1","LNP1"
"5961","LNPEP","LNPEP"
"5962","LNPK","LNPK"
"5963","LNX1","LNX1"
"5964","LNX2","LNX2"
"5965","LONP1","LONP1"
"5966","LONP2","LONP2"
"5967","LONRF1","LONRF1"
"5968","LONRF2","LONRF2"
"5969","LONRF3","LONRF3"
"5970","LOX","LOX"
"5971","LOXHD1","LOXHD1"
"5972","LOXL1","LOXL1"
"5973","LOXL2","LOXL2"
"5974","LOXL3","LOXL3"
"5975","LPAR1","LPAR1"
"5976","LPAR2","LPAR2"
"5977","LPAR3","LPAR3"
"5978","LPAR4","LPAR4"
"5979","LPAR5","LPAR5"
"5980","LPAR6","LPAR6"
"5981","LPCAT1","LPCAT1"
"5982","LPCAT2","LPCAT2"
"5983","LPCAT3","LPCAT3"
"5984","LPGAT1","LPGAT1"
"5985","LPIN1","LPIN1"
"5986","LPIN2","LPIN2"
"5987","LPL","LPL"
"5988","LPP","LPP"
"5989","LPXN","LPXN"
"5990","LRAT","LRAT"
"5991","LRATD2","LRATD2"
"5992","LRBA","LRBA"
"5993","LRCH1","LRCH1"
"5994","LRCH2","LRCH2"
"5995","LRFN1","LRFN1"
"5996","LRFN2","LRFN2"
"5997","LRFN5","LRFN5"
"5998","LRGUK","LRGUK"
"5999","LRIF1","LRIF1"
"6000","LRIG1","LRIG1"
"6001","LRIG2","LRIG2"
"6002","LRIG3","LRIG3"
"6003","LRIT1","LRIT1"
"6004","LRIT2","LRIT2"
"6005","LRIT3","LRIT3"
"6006","LRMDA","LRMDA"
"6007","LRP1","LRP1"
"6008","LRP11","LRP11"
"6009","LRP12","LRP12"
"6010","LRP2","LRP2"
"6011","LRP2BP","LRP2BP"
"6012","LRP3","LRP3"
"6013","LRP4","LRP4"
"6014","LRP5","LRP5"
"6015","LRP6","LRP6"
"6016","LRP8","LRP8"
"6017","LRPAP1","LRPAP1"
"6018","LRPPRC","LRPPRC"
"6019","LRR1","LRR1"
"6020","LRRC1","LRRC1"
"6021","LRRC10","LRRC10"
"6022","LRRC14B","LRRC14B"
"6023","LRRC15","LRRC15"
"6024","LRRC17","LRRC17"
"6025","LRRC18","LRRC18"
"6026","LRRC19","LRRC19"
"6027","LRRC2","LRRC2"
"6028","LRRC20","LRRC20"
"6029","LRRC23","LRRC23"
"6030","LRRC28","LRRC28"
"6031","LRRC31","LRRC31"
"6032","LRRC34","LRRC34"
"6033","LRRC38","LRRC38"
"6034","LRRC39","LRRC39"
"6035","LRRC3B","LRRC3B"
"6036","LRRC3C","LRRC3C"
"6037","LRRC40","LRRC40"
"6038","LRRC41","LRRC41"
"6039","LRRC42","LRRC42"
"6040","LRRC43","LRRC43"
"6041","LRRC45","LRRC45"
"6042","LRRC46","LRRC46"
"6043","LRRC47","LRRC47"
"6044","LRRC49","LRRC49"
"6045","LRRC4C","LRRC4C"
"6046","LRRC51","LRRC51"
"6047","LRRC52","LRRC52"
"6048","LRRC55","LRRC55"
"6049","LRRC56","LRRC56"
"6050","LRRC57","LRRC57"
"6051","LRRC58","LRRC58"
"6052","LRRC59","LRRC59"
"6053","DNAAF11","LRRC6"
"6054","LRRC61","LRRC61"
"6055","LRRC7","LRRC7"
"6056","LRRC70","LRRC70"
"6057","LRRC71","LRRC71"
"6058","LRRC73","LRRC73"
"6059","LRRC75A","LRRC75A"
"6060","LRRC8A","LRRC8A"
"6061","LRRC8B","LRRC8B"
"6062","LRRC8C","LRRC8C"
"6063","LRRC8D","LRRC8D"
"6064","LRRCC1","LRRCC1"
"6065","LRRFIP2","LRRFIP2"
"6066","LRRK1","LRRK1"
"6067","LRRK2","LRRK2"
"6068","LRRN1","LRRN1"
"6069","LRRN2","LRRN2"
"6070","LRRN3","LRRN3"
"6071","LRRN4","LRRN4"
"6072","LRRTM1","LRRTM1"
"6073","LRRTM2","LRRTM2"
"6074","LRRTM3","LRRTM3"
"6075","LRRTM4","LRRTM4"
"6076","LRSAM1","LRSAM1"
"6077","LRTM1","LRTM1"
"6078","LRTM2","LRTM2"
"6079","LRWD1","LRWD1"
"6080","LSAMP","LSAMP"
"6081","LSG1","LSG1"
"6082","LSM1","LSM1"
"6083","LSM10","LSM10"
"6084","LSM11","LSM11"
"6085","LSM12","LSM12"
"6086","LSM14A","LSM14A"
"6087","LSM14B","LSM14B"
"6088","LSM4","LSM4"
"6089","LSM5","LSM5"
"6090","LSM6","LSM6"
"6091","LSM7","LSM7"
"6092","LSM8","LSM8"
"6093","LSMEM1","LSMEM1"
"6094","LSP1","LSP1P1"
"6095","LSS","LSS"
"6096","LTA4H","LTA4H"
"6097","LTB4R","LTB4R"
"6098","LTBP1","LTBP1"
"6099","LTBP2","LTBP2"
"6100","LTC4S","LTC4S"
"6101","LTN1","LTN1"
"6102","LTV1","LTV1"
"6103","LUC7L","LUC7L"
"6104","LUC7L2","LUC7L2"
"6105","LUC7L3","LUC7L3"
"6106","LUM","LUM"
"6107","LURAP1","LURAP1"
"6108","LURAP1L","LURAP1L"
"6109","LUZP1","LUZP1"
"6110","LUZP2","LUZP2"
"6111","LVRN","LVRN"
"6112","LXN","LXN"
"6113","LY6E","LY6E"
"6114","LY75","LY75"
"6115","LY86","LY86"
"6116","LY96","LY96"
"6117","LYAR","LYAR"
"6118","LYG2","LYG2"
"6119","LYN","LYN"
"6120","LYPD1","LYPD1"
"6121","LYPD6","LYPD6"
"6122","LYPD6B","LYPD6B"
"6123","LYPLA1","LYPLA1"
"6124","LYPLA2","LYPLA2"
"6125","LYPLAL1","LYPLAL1"
"6126","LYRM1","LYRM1"
"6127","LYRM4","LYRM4"
"6128","LYRM9","LYRM9"
"6129","LYSMD2","LYSMD2"
"6130","LYSMD3","LYSMD3"
"6131","LYSMD4","LYSMD4"
"6132","LYST","LYST"
"6133","LYVE1","LYVE1"
"6134","LYZ","LYZ"
"6135","LZIC","LZIC"
"6136","LZTFL1","LZTFL1"
"6137","LZTR1","LZTR1"
"6138","LZTS1","LZTS1"
"6139","LZTS2","LZTS2"
"6140","LZTS3","LZTS3"
"6141","M1AP","M1AP"
"6142","M6PR","M6PR"
"6143","MAB21L1","MAB21L1"
"6144","MAB21L2","MAB21L2"
"6145","MAB21L3","MAB21L3"
"6146","MAB21L4","MAB21L4"
"6147","MACC1","MACC1"
"6148","MACF1","MACF1"
"6149","MAD1L1","MAD1L1"
"6150","MAD2L1","MAD2L1"
"6151","MAD2L1BP","MAD2L1BP"
"6152","MAD2L2","MAD2L2"
"6153","MADD","MADD"
"6154","MAEA","MAEA"
"6155","MAEL","MAEL"
"6156","MAF","MAF"
"6157","MAF1","MAF1"
"6158","MAFA","MAFA"
"6159","MAFB","MAFB"
"6160","MAFF","MAFF"
"6161","MAFG","MAFG"
"6162","TEKT4","MAFIP"
"6163","MAFK","MAFK"
"6164","MAGI1","MAGI1"
"6165","MAGI2","MAGI2"
"6166","MAGI3","MAGI3"
"6167","MAGT1","MAGT1"
"6168","MAIP1","MAIP1"
"6169","MAJIN","MAJIN"
"6170","MAK","MAK"
"6171","MAK16","MAK16"
"6172","MAL","MAL"
"6173","MAL2","MAL2"
"6174","MALL","MALL"
"6175","MALRD1","MALRD1"
"6176","MALSU1","MALSU1"
"6177","MAMDC2","MAMDC2"
"6178","MAMDC4","MAMDC4"
"6179","MAML1","MAML1"
"6180","MAML2","MAML2"
"6181","MAML3","MAML3"
"6182","MAMLD1","MAMLD1"
"6183","MAN1A1","MAN1A1"
"6184","MAN1A2","MAN1A2"
"6185","MAN1B1","MAN1B1"
"6186","MAN1C1","MAN1C1"
"6187","MAN2A1","MAN2A1"
"6188","MAN2A2","MAN2A2"
"6189","MAN2B2","MAN2B2"
"6190","MAN2C1","MAN2C1"
"6191","MANBA","MANBA"
"6192","MANBAL","MANBAL"
"6193","MANEA","MANEA"
"6194","MANEAL","MANEAL"
"6195","MANF","MANF"
"6196","MANSC1","MANSC1"
"6197","MANSC4","MANSC4"
"6198","MAOA","MAOA"
"6199","MAOB","MAOB"
"6200","MAP10","MAP10"
"6201","MAP1A","MAP1A"
"6202","MAP1B","MAP1B"
"6203","MAP1LC3A","MAP1LC3A"
"6204","MAP1LC3B","MAP1LC3B"
"6205","MAP1LC3C","MAP1LC3C"
"6206","MAP1S","MAP1S"
"6207","MAP2","MAP2"
"6208","MAP2K1","MAP2K1"
"6209","MAP2K2","MAP2K2"
"6210","MAP2K3","MAP2K3"
"6211","MAP2K4","MAP2K4"
"6212","MAP2K5","MAP2K5"
"6213","MAP2K6","MAP2K6"
"6214","MAP3K1","MAP3K1"
"6215","MAP3K12","MAP3K12"
"6216","MAP3K13","MAP3K13"
"6217","MAP3K14","MAP3K14"
"6218","MAP3K15","MAP3K15"
"6219","MAP3K19","MAP3K19"
"6220","MAP3K2","MAP3K2"
"6221","MAP3K21","MAP3K21"
"6222","MAP3K3","MAP3K3"
"6223","MAP3K4","MAP3K4"
"6224","MAP3K5","MAP3K5"
"6225","MAP3K6","MAP3K6"
"6226","MAP3K7","MAP3K7"
"6227","MAP3K8","MAP3K8"
"6228","MAP3K9","MAP3K9"
"6229","MAP4K1","MAP4K1"
"6230","MAP4K3","MAP4K3"
"6231","MAP4K4","MAP4K4"
"6232","MAP4K5","MAP4K5"
"6233","MAP6","MAP6"
"6234","MAP6D1","MAP6D1"
"6235","MAP7","MAP7"
"6236","MAP7D1","MAP7D1"
"6237","MAP7D2","MAP7D2"
"6238","MAP7D3","MAP7D3"
"6239","MAPK10","MAPK10"
"6240","MAPK11","MAPK11"
"6241","MAPK12","MAPK12"
"6242","MAPK13","MAPK13"
"6243","MAPK14","MAPK14"
"6244","MAPK15","MAPK15"
"6245","MAPK1IP1L","MAPK1IP1L"
"6246","MAPK1","MAPK3"
"6247","MAPK6","MAPK4"
"6248","MAPK8","MAPK8"
"6249","MAPK8IP1","MAPK8IP1"
"6250","MAPK8IP3","MAPK8IP3"
"6251","MAPK9","MAPK9"
"6252","MAPKAP1","MAPKAP1"
"6253","MAPKAPK2","MAPKAPK2"
"6254","MAPKAPK3","MAPKAPK3"
"6255","MAPKAPK5","MAPKAPK5"
"6256","MAPKBP1","MAPKBP1"
"6257","MAPRE1","MAPRE1"
"6258","MAPRE2","MAPRE2"
"6259","MAPRE3","MAPRE3"
"6260","MAPT","MAPT"
"6261","MTARC2","MARC1"
"6262","MARCHF1","MARCH1"
"6263","MARCHF3","MARCH3"
"6264","MARCHF4","MARCH4"
"6265","MARCHF5","MARCH5"
"6266","MARCHF6","MARCH6"
"6267","MARCHF7","MARCH7"
"6268","MARCHF8","MARCH8"
"6269","MARCHF11","MARCHF11"
"6270","MARCHF2","MARCHF2"
"6271","MARCKS","MARCKS"
"6272","MARCKSL1","MARCKSL1"
"6273","MARCO","MARCO"
"6274","MARF1","MARF1"
"6275","MARK1","MARK1"
"6276","MARK3","MARK3"
"6277","MARS2","MARS2"
"6278","MARVELD1","MARVELD1"
"6279","MARVELD2","MARVELD2"
"6280","MARVELD3","MARVELD3"
"6281","MAS1","MAS1"
"6282","MASP1","MASP1"
"6283","MASP2","MASP2"
"6284","MAST1","MAST1"
"6285","MAST3","MAST3"
"6286","MAST4","MAST4"
"6287","MASTL","MASTL"
"6288","MAT1A","MAT1A"
"6289","MAT2B","MAT2B"
"6290","MATCAP1","MATCAP1"
"6291","MATCAP2","MATCAP2"
"6292","MATK","MATK"
"6293","MATN1","MATN1"
"6294","MATN2","MATN2"
"6295","MATN3","MATN3"
"6296","MATN4","MATN4"
"6297","MATR3","MATR3"
"6298","MAU2","MAU2"
"6299","MAX","MAX"
"6300","MAZ","MAZ"
"6301","MB","MB"
"6302","MB21D2","MB21D2"
"6303","MBD2","MBD2"
"6304","MBD3L1","MBD3"
"6305","MBD4","MBD4"
"6306","MBD5","MBD5"
"6307","MBIP","MBIP"
"6308","MBL2","MBL2"
"6309","MBLAC2","MBLAC2"
"6310","MBNL1","MBNL1"
"6311","MBNL2","MBNL2"
"6312","MBNL3","MBNL3"
"6313","MBOAT1","MBOAT1"
"6314","MBOAT2","MBOAT2"
"6315","MBOAT4","MBOAT4"
"6316","MBP","MBP"
"6317","MBTD1","MBTD1"
"6318","MBTPS1","MBTPS1"
"6319","MBTPS2","MBTPS2"
"6320","MC1R","MC1R"
"6321","MC2R","MC2R"
"6322","MC3R","MC3R"
"6323","MC4R","MC4R"
"6324","MC5R","MC5R"
"6325","MCAM","MCAM"
"6326","MCAT","MCAT"
"6327","MCC","MCC"
"6328","MCCC1","MCCC1"
"6329","MCCC2","MCCC2"
"6330","MCEE","MCEE"
"6331","MCF2","MCF2"
"6332","MCF2L","MCF2L"
"6333","MCF2L2","MCF2L2"
"6334","MCFD2","MCFD2"
"6335","MCHR1","MCHR1"
"6336","GALR3","MCHR2"
"6337","MCIDAS","MCIDAS"
"6338","MCL1","MCL1"
"6339","MCM10","MCM10"
"6340","MCM2","MCM2"
"6341","MCM3","MCM3"
"6342","MCM3AP","MCM3AP"
"6343","MCM4","MCM4"
"6344","MCM5","MCM5"
"6345","MCM6","MCM6"
"6346","MCM8","MCM8"
"6347","MCM9","MCM9"
"6348","MCMBP","MCMBP"
"6349","MCMDC2","MCMDC2"
"6350","MCOLN1","MCOLN1"
"6351","MCOLN2","MCOLN2"
"6352","MCOLN3","MCOLN3"
"6353","MCPH1","MCPH1"
"6354","MCRIP1","MCRIP1"
"6355","MCRIP2","MCRIP2"
"6356","MCRS1","MCRS1"
"6357","MCTP1","MCTP1"
"6358","MCTP2","MCTP2"
"6359","MCTS1","MCTS1"
"6360","MCU","MCU"
"6361","MCUB","MCUB"
"6362","MCUR1","MCUR1"
"6363","MDFI","MDFI"
"6364","MDFIC","MDFIC"
"6365","MDFIC2","MDFIC2"
"6366","MDGA1","MDGA1"
"6367","MDGA2","MDGA2"
"6368","MDH1","MDH1"
"6369","MDH1B","MDH1B"
"6370","MDH2","MDH2"
"6371","MDK","MDK"
"6372","MDM1","MDM1"
"6373","MDM2","MDM2"
"6374","MDM4","MDM4"
"6375","MDN1","MDN1"
"6376","ME1","ME1"
"6377","ME3","ME3"
"6378","MEA1","MEA1"
"6379","MEAF6","MEAF6"
"6380","MECOM","MECOM"
"6381","MECP2","MECP2"
"6382","MECR","MECR"
"6383","MED1","MED1"
"6384","MED12","MED12"
"6385","MED12L","MED12L"
"6386","MED13","MED13"
"6387","MED13L","MED13L"
"6388","MED14","MED14"
"6389","MED15","MED15"
"6390","MED16","MED16"
"6391","MED17","MED17"
"6392","MED18","MED18"
"6393","MED19","MED19"
"6394","MED20","MED20"
"6395","MED21","MED21"
"6396","MED22","MED22"
"6397","MED23","MED23"
"6398","MED24","MED24"
"6399","MED26","MED26"
"6400","MED27","MED27"
"6401","MED28","MED28"
"6402","MED29","MED29"
"6403","MED30","MED30"
"6404","MED31","MED31"
"6405","MED4","MED4"
"6406","MED7","MED7"
"6407","MED8","MED8"
"6408","MED9","MED9"
"6409","MEF2A","MEF2A"
"6410","MEF2B","MEF2B"
"6411","MEF2C","MEF2C"
"6412","MEF2D","MEF2D"
"6413","MEGF10","MEGF10"
"6414","MEGF11","MEGF11"
"6415","MEGF6","MEGF6"
"6416","MEI1","MEI1"
"6417","MEI4","MEI4"
"6418","MEIG1","MEIG1"
"6419","MEIOC","MEIOC"
"6420","MEIS1","MEIS1"
"6421","MEIS2","MEIS2"
"6422","MELK","MELK"
"6423","MELTF","MELTF"
"6424","MEMO1","MEMO1"
"6425","MEOX1","MEOX1"
"6426","MEOX2","MEOX2"
"6427","MEP1B","MEP1B"
"6428","MEPE","MEPE"
"6429","MERTK","MERTK"
"6430","TLNRD1","MESDC1"
"6431","MESD","MESDC2"
"6432","MESP2","MESP1"
"6433","MEST","MEST"
"6434","MET","MET"
"6435","METAP1","METAP1"
"6436","METAP1D","METAP1D"
"6437","METAP2","METAP2"
"6438","METRN","METRN"
"6439","METRNL","METRNL"
"6440","NTMT2","METTL11B"
"6441","METTL13","METTL13"
"6442","METTL14","METTL14"
"6443","METTL15","METTL15P1"
"6444","METTL16","METTL16"
"6445","METTL18","METTL18"
"6446","METTL21A","METTL21A"
"6447","METTL21C","METTL21C"
"6448","METTL21EP","METTL21EP"
"6449","METTL22","METTL22"
"6450","METTL23","METTL23"
"6451","METTL24","METTL24"
"6452","METTL25","METTL25"
"6453","METTL27","METTL27"
"6454","METTL2B","METTL2B"
"6455","METTL3","METTL3"
"6456","METTL4","METTL4"
"6457","METTL5","METTL5"
"6458","METTL6","METTL6"
"6459","TMT1A","METTL7A"
"6460","METTL8","METTL8"
"6461","METTL9","METTL9"
"6462","MEX3A","MEX3A"
"6463","MEX3B","MEX3B"
"6464","MEX3D","MEX3D"
"6465","MFAP1","MFAP1"
"6466","MFAP2","MFAP2"
"6467","MFAP3","MFAP3"
"6468","MFAP3L","MFAP3L"
"6469","MFAP5","MFAP5"
"6470","MFF","MFF"
"6471","MFGE8","MFGE8"
"6472","MFHAS1","MFHAS1"
"6473","MFN1","MFN1"
"6474","MFN2","MFN2"
"6475","MFNG","MFNG"
"6476","MFRP","MFRP"
"6477","MFSD1","MFSD1"
"6478","MFSD11","MFSD11"
"6479","MFSD12","MFSD12"
"6480","MFSD13A","MFSD13A"
"6481","MFSD14A","MFSD14A"
"6482","MFSD2A","MFSD2A"
"6483","MFSD2B","MFSD2B"
"6484","MFSD4A","MFSD4A"
"6485","MFSD4B","MFSD4B"
"6486","MFSD5","MFSD5"
"6487","MFSD6","MFSD6"
"6488","SLC49A3","MFSD7"
"6489","MFSD8","MFSD8"
"6490","MFSD9","MFSD9"
"6491","MGA","MGA"
"6492","MGAT2","MGAT2"
"6493","MGAT3","MGAT3"
"6494","MGAT4A","MGAT4A"
"6495","MGAT4B","MGAT4B"
"6496","MGAT4C","MGAT4C"
"6497","MGAT4D","MGAT4D"
"6498","MGAT5","MGAT5"
"6499","MGAT5B","MGAT5B"
"6500","OGA","MGEA5"
"6501","MGLL","MGLL"
"6502","MGME1","MGME1"
"6503","MGMT","MGMT"
"6504","MGP","MGP"
"6505","MGRN1","MGRN1"
"6506","MGST1","MGST1"
"6507","MGST2","MGST2"
"6508","MGST3","MGST3"
"6509","SPZ1","MIA3"
"6510","MIB1","MIB1"
"6511","MIB2","MIB2"
"6512","MICAL1","MICAL1"
"6513","MICAL2","MICAL2"
"6514","MICAL3","MICAL3"
"6515","MICALL1","MICALL1"
"6516","MICALL2","MICALL2"
"6517","MICU1","MICU1"
"6518","MICU2","MICU2"
"6519","MICU3","MICU3"
"6520","MID1","MID1"
"6521","MID1IP1","MID1IP1"
"6522","MID2","MID2"
"6523","MIDEAS","MIDEAS"
"6524","MIDN","MIDN"
"6525","MIEF1","MIEF1"
"6526","MIEF2","MIEF2"
"6527","MIEN1","MIEN1"
"6528","MIER1","MIER1"
"6529","MIER2","MIER2"
"6530","MIER3","MIER3"
"6531","MIF","MIF"
"6532","MIF4GD","MIF4GD"
"6533","MIGA1","MIGA1"
"6534","MIGA2","MIGA2"
"6535","MIIP","MIIP"
"6536","MILR1","MILR1"
"6537","RIOX2","MINA"
"6538","MINAR1","MINAR1"
"6539","MINAR2","MINAR2"
"6540","MINDY1","MINDY1"
"6541","MINDY3","MINDY3"
"6542","MINDY4","MINDY4"
"6543","MINDY4B","MINDY4B"
"6544","MICOS10","MINOS1"
"6545","MINPP1","MINPP1"
"6546","MIOS","MIOS"
"6547","MIOX","MIOX"
"6548","MIP","MIP"
"6549","MIPEP","MIPEP"
"6550","MIPOL1","MIPOL1"
"6551","MIR124-1","MIR124-1"
"6552","MIR129-2","MIR129-2"
"6553","MIR133B","MIR133B"
"6554","MIR153-1","MIR153-1"
"6555","MIR30A","MIR30A"
"6556","MIR365B","MIR365B"
"6557","MIR489","MIR489"
"6558","MIRLET7C","MIRLET7C"
"6559","MIRLET7I","MIRLET7I"
"6560","MIS12","MIS12"
"6561","MIS18A","MIS18A"
"6562","MIS18BP1","MIS18BP1"
"6563","MITD1","MITD1"
"6564","MITF","MITF"
"6565","MIXL1","MIXL1"
"6566","MKKS","MKKS"
"6567","MKLN1","MKLN1"
"6568","MKNK2","MKNK2"
"6569","MKRN2","MKRN2"
"6570","MKRN2OS","MKRN2OS"
"6571","MKRN1","MKRN4P"
"6572","MKS1","MKS1"
"6573","MKX","MKX"
